SKU,Product Code,Product Name,Product description,Quantity On Hand ,Value
PK2016,Bori,Khalli walli,Altaf bhai ki signature bori,51,97
PK2409,Bori,Khalli walli,Altaf bhai ki signature bori,42,22
PK4695,Bori,Khalli walli,Altaf bhai ki signature bori,47,67
PK2267,Bori,Khalli walli,Altaf bhai ki signature bori,56,22
PK1433,Bori,Khalli walli,Altaf bhai ki signature bori,34,64
PK2162,Bori,Khalli walli,Altaf bhai ki signature bori,21,62
PK2692,Bori,Khalli walli,Altaf bhai ki signature bori,57,52
PK4005,Bori,Khalli walli,Altaf bhai ki signature bori,35,76
PK4293,Bori,Khalli walli,Altaf bhai ki signature bori,57,50
PK2329,Bori,Khalli walli,Altaf bhai ki signature bori,49,44
PK2693,Bori,Khalli walli,Altaf bhai ki signature bori,39,67
PK2527,Bori,Khalli walli,Altaf bhai ki signature bori,27,40
PK3151,Bori,Khalli walli,Altaf bhai ki signature bori,27,28
PK3290,Bori,Khalli walli,Altaf bhai ki signature bori,28,69
PK1640,Bori,Khalli walli,Altaf bhai ki signature bori,31,60
PK3576,Bori,Khalli walli,Altaf bhai ki signature bori,51,100
PK4469,Bori,Khalli walli,Altaf bhai ki signature bori,26,47
PK2661,Bori,Khalli walli,Altaf bhai ki signature bori,22,43
PK3741,Bori,Khalli walli,Altaf bhai ki signature bori,24,56
PK3271,Bori,Khalli walli,Altaf bhai ki signature bori,29,50
PK2987,Bori,Khalli walli,Altaf bhai ki signature bori,59,99
PK1835,Bori,Khalli walli,Altaf bhai ki signature bori,55,89
PK3420,Bori,Khalli walli,Altaf bhai ki signature bori,39,20
PK5262,Bori,Khalli walli,Altaf bhai ki signature bori,29,38
PK3231,Bori,Khalli walli,Altaf bhai ki signature bori,21,43
PK1895,Bori,Khalli walli,Altaf bhai ki signature bori,43,44
PK4391,Bori,Khalli walli,Altaf bhai ki signature bori,43,91
PK1552,Bori,Khalli walli,Altaf bhai ki signature bori,31,92
PK3478,Bori,Khalli walli,Altaf bhai ki signature bori,23,25
PK2981,Bori,Khalli walli,Altaf bhai ki signature bori,28,49
PK2471,Bori,Khalli walli,Altaf bhai ki signature bori,26,69
PK3986,Bori,Khalli walli,Altaf bhai ki signature bori,45,42
PK3087,Bori,Khalli walli,Altaf bhai ki signature bori,54,47
PK1444,Bori,Khalli walli,Altaf bhai ki signature bori,46,90
PK5225,Bori,Khalli walli,Altaf bhai ki signature bori,45,36
PK4633,Bori,Khalli walli,Altaf bhai ki signature bori,50,75
PK3001,Bori,Khalli walli,Altaf bhai ki signature bori,31,87
PK5326,Bori,Khalli walli,Altaf bhai ki signature bori,23,93
PK4008,Bori,Khalli walli,Altaf bhai ki signature bori,22,41
PK2868,Bori,Khalli walli,Altaf bhai ki signature bori,48,30
PK2304,Bori,Khalli walli,Altaf bhai ki signature bori,49,89
PK5170,Bori,Khalli walli,Altaf bhai ki signature bori,41,91
PK2727,Bori,Khalli walli,Altaf bhai ki signature bori,50,35
PK1762,Bori,Khalli walli,Altaf bhai ki signature bori,35,67
PK1116,Bori,Khalli walli,Altaf bhai ki signature bori,30,63
PK1388,Bori,Khalli walli,Altaf bhai ki signature bori,38,99
PK5108,Bori,Khalli walli,Altaf bhai ki signature bori,44,69
PK3597,Bori,Khalli walli,Altaf bhai ki signature bori,27,87
PK4359,Bori,Khalli walli,Altaf bhai ki signature bori,34,81
PK1976,Bori,Khalli walli,Altaf bhai ki signature bori,22,28
PK4420,Bori,Khalli walli,Altaf bhai ki signature bori,29,43
PK5156,Bori,Khalli walli,Altaf bhai ki signature bori,41,82
PK2831,Bori,Khalli walli,Altaf bhai ki signature bori,43,30
PK4717,Bori,Khalli walli,Altaf bhai ki signature bori,51,40
PK3965,Bori,Khalli walli,Altaf bhai ki signature bori,47,64
PK1307,Bori,Khalli walli,Altaf bhai ki signature bori,54,69
PK4093,Bori,Khalli walli,Altaf bhai ki signature bori,20,40
PK1766,Bori,Khalli walli,Altaf bhai ki signature bori,57,99
PK4121,Bori,Khalli walli,Altaf bhai ki signature bori,47,60
PK3604,Bori,Khalli walli,Altaf bhai ki signature bori,50,81
PK5356,Bori,Khalli walli,Altaf bhai ki signature bori,23,53
PK4552,Bori,Khalli walli,Altaf bhai ki signature bori,55,27
PK2775,Bori,Khalli walli,Altaf bhai ki signature bori,36,35
PK5106,Bori,Khalli walli,Altaf bhai ki signature bori,41,92
PK3348,Bori,Khalli walli,Altaf bhai ki signature bori,52,28
PK1903,Bori,Khalli walli,Altaf bhai ki signature bori,20,59
PK4665,Bori,Khalli walli,Altaf bhai ki signature bori,53,84
PK3007,Bori,Khalli walli,Altaf bhai ki signature bori,33,39
PK1696,Bori,Khalli walli,Altaf bhai ki signature bori,24,73
PK4475,Bori,Khalli walli,Altaf bhai ki signature bori,50,44
PK4400,Bori,Khalli walli,Altaf bhai ki signature bori,27,36
PK5503,Bori,Khalli walli,Altaf bhai ki signature bori,50,69
PK3003,Bori,Khalli walli,Altaf bhai ki signature bori,30,33
PK4584,Bori,Khalli walli,Altaf bhai ki signature bori,21,93
PK1681,Bori,Khalli walli,Altaf bhai ki signature bori,29,41
PK4196,Bori,Khalli walli,Altaf bhai ki signature bori,29,33
PK3681,Bori,Khalli walli,Altaf bhai ki signature bori,54,56
PK2231,Bori,Khalli walli,Altaf bhai ki signature bori,44,23
PK3777,Bori,Khalli walli,Altaf bhai ki signature bori,59,75
PK1283,Bori,Khalli walli,Altaf bhai ki signature bori,44,29
PK1554,Bori,Khalli walli,Altaf bhai ki signature bori,24,73
PK4017,Bori,Khalli walli,Altaf bhai ki signature bori,47,88
PK5555,Bori,Khalli walli,Altaf bhai ki signature bori,31,62
PK5431,Bori,Khalli walli,Altaf bhai ki signature bori,32,95
PK4109,Bori,Khalli walli,Altaf bhai ki signature bori,31,63
PK2138,Bori,Khalli walli,Altaf bhai ki signature bori,27,68
PK4091,Bori,Khalli walli,Altaf bhai ki signature bori,53,23
PK4756,Bori,Khalli walli,Altaf bhai ki signature bori,41,90
PK2866,Bori,Khalli walli,Altaf bhai ki signature bori,47,90
PK2339,Bori,Khalli walli,Altaf bhai ki signature bori,37,99
PK3674,Bori,Khalli walli,Altaf bhai ki signature bori,54,64
PK3152,Bori,Khalli walli,Altaf bhai ki signature bori,44,26
PK4616,Bori,Khalli walli,Altaf bhai ki signature bori,21,76
PK2086,Bori,Khalli walli,Altaf bhai ki signature bori,42,64
PK4185,Bori,Khalli walli,Altaf bhai ki signature bori,53,53
PK4575,Bori,Khalli walli,Altaf bhai ki signature bori,45,47
PK4727,Bori,Khalli walli,Altaf bhai ki signature bori,26,99
PK2152,Bori,Khalli walli,Altaf bhai ki signature bori,53,70
PK1318,Bori,Khalli walli,Altaf bhai ki signature bori,21,37
PK1775,Bori,Khalli walli,Altaf bhai ki signature bori,57,28
PK5367,Bori,Khalli walli,Altaf bhai ki signature bori,41,57
PK1916,Bori,Khalli walli,Altaf bhai ki signature bori,53,21
PK5168,Bori,Khalli walli,Altaf bhai ki signature bori,27,48
PK2871,Bori,Khalli walli,Altaf bhai ki signature bori,24,87
PK3188,Bori,Khalli walli,Altaf bhai ki signature bori,22,25
PK4167,Bori,Khalli walli,Altaf bhai ki signature bori,36,90
PK5253,Bori,Khalli walli,Altaf bhai ki signature bori,39,47
PK1755,Bori,Khalli walli,Altaf bhai ki signature bori,34,74
PK5450,Bori,Khalli walli,Altaf bhai ki signature bori,59,52
PK4956,Bori,Khalli walli,Altaf bhai ki signature bori,46,54
PK1579,Bori,Khalli walli,Altaf bhai ki signature bori,53,38
PK3030,Bori,Khalli walli,Altaf bhai ki signature bori,39,33
PK3220,Bori,Khalli walli,Altaf bhai ki signature bori,49,99
PK3522,Bori,Khalli walli,Altaf bhai ki signature bori,34,94
PK3779,Bori,Khalli walli,Altaf bhai ki signature bori,22,49
PK2701,Bori,Khalli walli,Altaf bhai ki signature bori,27,58
PK4717,Bori,Khalli walli,Altaf bhai ki signature bori,49,65
PK5466,Bori,Khalli walli,Altaf bhai ki signature bori,23,55
PK5535,Bori,Khalli walli,Altaf bhai ki signature bori,49,29
PK3561,Bori,Khalli walli,Altaf bhai ki signature bori,40,48
PK2042,Bori,Khalli walli,Altaf bhai ki signature bori,43,44
PK1486,Bori,Khalli walli,Altaf bhai ki signature bori,39,43
PK2817,Bori,Khalli walli,Altaf bhai ki signature bori,54,91
PK2370,Bori,Khalli walli,Altaf bhai ki signature bori,51,49
PK5393,Bori,Khalli walli,Altaf bhai ki signature bori,43,63
PK3044,Bori,Khalli walli,Altaf bhai ki signature bori,59,47
PK1268,Bori,Khalli walli,Altaf bhai ki signature bori,53,88
PK1298,Bori,Khalli walli,Altaf bhai ki signature bori,33,26
PK1472,Bori,Khalli walli,Altaf bhai ki signature bori,23,62
PK3508,Bori,Khalli walli,Altaf bhai ki signature bori,55,75
PK5072,Bori,Khalli walli,Altaf bhai ki signature bori,48,65
PK4528,Bori,Khalli walli,Altaf bhai ki signature bori,35,27
PK2085,Bori,Khalli walli,Altaf bhai ki signature bori,29,26
PK1507,Bori,Khalli walli,Altaf bhai ki signature bori,48,20
PK2603,Bori,Khalli walli,Altaf bhai ki signature bori,60,99
PK5092,Bori,Khalli walli,Altaf bhai ki signature bori,37,27
PK2242,Bori,Khalli walli,Altaf bhai ki signature bori,32,82
PK3851,Bori,Khalli walli,Altaf bhai ki signature bori,33,86
PK4459,Bori,Khalli walli,Altaf bhai ki signature bori,57,83
PK1284,Bori,Khalli walli,Altaf bhai ki signature bori,47,68
PK1370,Bori,Khalli walli,Altaf bhai ki signature bori,55,42
PK3962,Bori,Khalli walli,Altaf bhai ki signature bori,32,86
PK3627,Bori,Khalli walli,Altaf bhai ki signature bori,30,70
PK5375,Bori,Khalli walli,Altaf bhai ki signature bori,44,45
PK3923,Bori,Khalli walli,Altaf bhai ki signature bori,42,56
PK1853,Bori,Khalli walli,Altaf bhai ki signature bori,25,97
PK5479,Bori,Khalli walli,Altaf bhai ki signature bori,42,31
PK4234,Bori,Khalli walli,Altaf bhai ki signature bori,27,26
PK5434,Bori,Khalli walli,Altaf bhai ki signature bori,51,22
PK4826,Bori,Khalli walli,Altaf bhai ki signature bori,27,71
PK2552,Bori,Khalli walli,Altaf bhai ki signature bori,59,91
PK1578,Bori,Khalli walli,Altaf bhai ki signature bori,40,29
PK1504,Bori,Khalli walli,Altaf bhai ki signature bori,25,83
PK4719,Bori,Khalli walli,Altaf bhai ki signature bori,58,27
PK4792,Bori,Khalli walli,Altaf bhai ki signature bori,31,80
PK3289,Bori,Khalli walli,Altaf bhai ki signature bori,34,84
PK1773,Bori,Khalli walli,Altaf bhai ki signature bori,59,87
PK2103,Bori,Khalli walli,Altaf bhai ki signature bori,47,32
PK1891,Bori,Khalli walli,Altaf bhai ki signature bori,25,41
PK4334,Bori,Khalli walli,Altaf bhai ki signature bori,27,65
PK5415,Bori,Khalli walli,Altaf bhai ki signature bori,30,59
PK2054,Bori,Khalli walli,Altaf bhai ki signature bori,37,81
PK1117,Bori,Khalli walli,Altaf bhai ki signature bori,24,21
PK1897,Bori,Khalli walli,Altaf bhai ki signature bori,40,22
PK4592,Bori,Khalli walli,Altaf bhai ki signature bori,35,67
PK5130,Bori,Khalli walli,Altaf bhai ki signature bori,35,38
PK2326,Bori,Khalli walli,Altaf bhai ki signature bori,40,85
PK5386,Bori,Khalli walli,Altaf bhai ki signature bori,26,49
PK2457,Bori,Khalli walli,Altaf bhai ki signature bori,50,62
PK4029,Bori,Khalli walli,Altaf bhai ki signature bori,20,44
PK1748,Bori,Khalli walli,Altaf bhai ki signature bori,25,79
PK2449,Bori,Khalli walli,Altaf bhai ki signature bori,31,51
PK1829,Bori,Khalli walli,Altaf bhai ki signature bori,24,32
PK1325,Bori,Khalli walli,Altaf bhai ki signature bori,41,87
PK4583,Bori,Khalli walli,Altaf bhai ki signature bori,35,22
PK1608,Bori,Khalli walli,Altaf bhai ki signature bori,22,28
PK2715,Bori,Khalli walli,Altaf bhai ki signature bori,34,59
PK4223,Bori,Khalli walli,Altaf bhai ki signature bori,29,54
PK4414,Bori,Khalli walli,Altaf bhai ki signature bori,22,70
PK4314,Bori,Khalli walli,Altaf bhai ki signature bori,56,22
PK3377,Bori,Khalli walli,Altaf bhai ki signature bori,48,69
PK1361,Bori,Khalli walli,Altaf bhai ki signature bori,30,84
PK1148,Bori,Khalli walli,Altaf bhai ki signature bori,35,47
PK1634,Bori,Khalli walli,Altaf bhai ki signature bori,23,27
PK3850,Bori,Khalli walli,Altaf bhai ki signature bori,20,74
PK5504,Bori,Khalli walli,Altaf bhai ki signature bori,35,84
PK1876,Bori,Khalli walli,Altaf bhai ki signature bori,39,35
PK2911,Bori,Khalli walli,Altaf bhai ki signature bori,51,40
PK4154,Bori,Khalli walli,Altaf bhai ki signature bori,52,99
PK2682,Bori,Khalli walli,Altaf bhai ki signature bori,21,99
PK4533,Bori,Khalli walli,Altaf bhai ki signature bori,41,34
PK2513,Bori,Khalli walli,Altaf bhai ki signature bori,31,94
PK5229,Bori,Khalli walli,Altaf bhai ki signature bori,46,90
PK2399,Bori,Khalli walli,Altaf bhai ki signature bori,38,83
PK3570,Bori,Khalli walli,Altaf bhai ki signature bori,33,50
PK2446,Bori,Khalli walli,Altaf bhai ki signature bori,49,65
PK3952,Bori,Khalli walli,Altaf bhai ki signature bori,26,56
PK4988,Bori,Khalli walli,Altaf bhai ki signature bori,53,74
PK4417,Bori,Khalli walli,Altaf bhai ki signature bori,20,64
PK2638,Bori,Khalli walli,Altaf bhai ki signature bori,28,61
PK4284,Bori,Khalli walli,Altaf bhai ki signature bori,48,25
PK4072,Bori,Khalli walli,Altaf bhai ki signature bori,48,35
PK1877,Bori,Khalli walli,Altaf bhai ki signature bori,54,92
PK5408,Bori,Khalli walli,Altaf bhai ki signature bori,59,31
PK2897,Bori,Khalli walli,Altaf bhai ki signature bori,22,48
PK5189,Bori,Khalli walli,Altaf bhai ki signature bori,42,76
PK3439,Bori,Khalli walli,Altaf bhai ki signature bori,38,44
PK4213,Bori,Khalli walli,Altaf bhai ki signature bori,51,59
PK3509,Bori,Khalli walli,Altaf bhai ki signature bori,51,65
PK4498,Bori,Khalli walli,Altaf bhai ki signature bori,51,51
PK1730,Bori,Khalli walli,Altaf bhai ki signature bori,47,96
PK1455,Bori,Khalli walli,Altaf bhai ki signature bori,37,33
PK5532,Bori,Khalli walli,Altaf bhai ki signature bori,21,56
PK4205,Bori,Khalli walli,Altaf bhai ki signature bori,42,84
PK3802,Bori,Khalli walli,Altaf bhai ki signature bori,25,72
PK5018,Bori,Khalli walli,Altaf bhai ki signature bori,33,71
PK4175,Bori,Khalli walli,Altaf bhai ki signature bori,20,40
PK2620,Bori,Khalli walli,Altaf bhai ki signature bori,25,73
PK1483,Bori,Khalli walli,Altaf bhai ki signature bori,32,39
PK1191,Bori,Khalli walli,Altaf bhai ki signature bori,58,97
PK4852,Bori,Khalli walli,Altaf bhai ki signature bori,52,88
PK3035,Bori,Khalli walli,Altaf bhai ki signature bori,39,91
PK1282,Bori,Khalli walli,Altaf bhai ki signature bori,24,69
PK2279,Bori,Khalli walli,Altaf bhai ki signature bori,33,100
PK4771,Bori,Khalli walli,Altaf bhai ki signature bori,58,44
PK2998,Bori,Khalli walli,Altaf bhai ki signature bori,30,91
PK1981,Bori,Khalli walli,Altaf bhai ki signature bori,45,77
PK5241,Bori,Khalli walli,Altaf bhai ki signature bori,40,51
PK1312,Bori,Khalli walli,Altaf bhai ki signature bori,24,35
PK3964,Bori,Khalli walli,Altaf bhai ki signature bori,55,47
PK4038,Bori,Khalli walli,Altaf bhai ki signature bori,24,41
PK2207,Bori,Khalli walli,Altaf bhai ki signature bori,32,76
PK4680,Bori,Khalli walli,Altaf bhai ki signature bori,55,95
PK2753,Bori,Khalli walli,Altaf bhai ki signature bori,59,31
PK2697,Bori,Khalli walli,Altaf bhai ki signature bori,35,22
PK4355,Bori,Khalli walli,Altaf bhai ki signature bori,41,64
PK4852,Bori,Khalli walli,Altaf bhai ki signature bori,25,21
PK4923,Bori,Khalli walli,Altaf bhai ki signature bori,32,53
PK1341,Bori,Khalli walli,Altaf bhai ki signature bori,46,99
PK4644,Bori,Khalli walli,Altaf bhai ki signature bori,59,91
PK5283,Bori,Khalli walli,Altaf bhai ki signature bori,26,87
PK1113,Bori,Khalli walli,Altaf bhai ki signature bori,55,68
PK3031,Bori,Khalli walli,Altaf bhai ki signature bori,28,51
PK2798,Bori,Khalli walli,Altaf bhai ki signature bori,57,33
PK3255,Bori,Khalli walli,Altaf bhai ki signature bori,33,82
PK2987,Bori,Khalli walli,Altaf bhai ki signature bori,23,86
PK3472,Bori,Khalli walli,Altaf bhai ki signature bori,26,21
PK5095,Bori,Khalli walli,Altaf bhai ki signature bori,44,42
PK2673,Bori,Khalli walli,Altaf bhai ki signature bori,34,20
PK2365,Bori,Khalli walli,Altaf bhai ki signature bori,36,73
PK1545,Bori,Khalli walli,Altaf bhai ki signature bori,45,81
PK1939,Bori,Khalli walli,Altaf bhai ki signature bori,51,78
PK3025,Bori,Khalli walli,Altaf bhai ki signature bori,53,87
PK5065,Bori,Khalli walli,Altaf bhai ki signature bori,54,42
PK4827,Bori,Khalli walli,Altaf bhai ki signature bori,22,90
PK2083,Bori,Khalli walli,Altaf bhai ki signature bori,25,91
PK1761,Bori,Khalli walli,Altaf bhai ki signature bori,50,28
PK3711,Bori,Khalli walli,Altaf bhai ki signature bori,59,20
PK3809,Bori,Khalli walli,Altaf bhai ki signature bori,43,37
PK2547,Bori,Khalli walli,Altaf bhai ki signature bori,29,99
PK4972,Bori,Khalli walli,Altaf bhai ki signature bori,28,90
PK1975,Bori,Khalli walli,Altaf bhai ki signature bori,34,28
PK4768,Bori,Khalli walli,Altaf bhai ki signature bori,58,56
PK3640,Bori,Khalli walli,Altaf bhai ki signature bori,45,40
PK2827,Bori,Khalli walli,Altaf bhai ki signature bori,58,39
PK4956,Bori,Khalli walli,Altaf bhai ki signature bori,42,74
PK2797,Bori,Khalli walli,Altaf bhai ki signature bori,38,28
PK1414,Bori,Khalli walli,Altaf bhai ki signature bori,60,38
PK4856,Bori,Khalli walli,Altaf bhai ki signature bori,51,94
PK1245,Bori,Khalli walli,Altaf bhai ki signature bori,27,20
PK2267,Bori,Khalli walli,Altaf bhai ki signature bori,22,51
PK1577,Bori,Khalli walli,Altaf bhai ki signature bori,40,93
PK3670,Bori,Khalli walli,Altaf bhai ki signature bori,26,30
PK2021,Bori,Khalli walli,Altaf bhai ki signature bori,56,78
PK5318,Bori,Khalli walli,Altaf bhai ki signature bori,46,89
PK5419,Bori,Khalli walli,Altaf bhai ki signature bori,23,41
PK2921,Bori,Khalli walli,Altaf bhai ki signature bori,56,26
PK4329,Bori,Khalli walli,Altaf bhai ki signature bori,36,62
PK3717,Bori,Khalli walli,Altaf bhai ki signature bori,28,84
PK2160,Bori,Khalli walli,Altaf bhai ki signature bori,52,84
PK3961,Bori,Khalli walli,Altaf bhai ki signature bori,60,58
PK4996,Bori,Khalli walli,Altaf bhai ki signature bori,46,75
PK1774,Bori,Khalli walli,Altaf bhai ki signature bori,35,23
PK4919,Bori,Khalli walli,Altaf bhai ki signature bori,28,29
PK2652,Bori,Khalli walli,Altaf bhai ki signature bori,56,95
PK4476,Bori,Khalli walli,Altaf bhai ki signature bori,20,59
PK3425,Bori,Khalli walli,Altaf bhai ki signature bori,35,29
PK3516,Bori,Khalli walli,Altaf bhai ki signature bori,33,44
PK2490,Bori,Khalli walli,Altaf bhai ki signature bori,50,70
PK3311,Bori,Khalli walli,Altaf bhai ki signature bori,46,84
PK2206,Bori,Khalli walli,Altaf bhai ki signature bori,59,42
PK3821,Bori,Khalli walli,Altaf bhai ki signature bori,27,100
PK2795,Bori,Khalli walli,Altaf bhai ki signature bori,41,82
PK2641,Bori,Khalli walli,Altaf bhai ki signature bori,48,55
PK2055,Bori,Khalli walli,Altaf bhai ki signature bori,21,35
PK1204,Bori,Khalli walli,Altaf bhai ki signature bori,33,78
PK4933,Bori,Khalli walli,Altaf bhai ki signature bori,26,95
PK2881,Bori,Khalli walli,Altaf bhai ki signature bori,57,83
PK2009,Bori,Khalli walli,Altaf bhai ki signature bori,43,23
PK2589,Bori,Khalli walli,Altaf bhai ki signature bori,36,44
PK1592,Bori,Khalli walli,Altaf bhai ki signature bori,25,75
PK3353,Bori,Khalli walli,Altaf bhai ki signature bori,30,81
PK3550,Bori,Khalli walli,Altaf bhai ki signature bori,56,84
PK2633,Bori,Khalli walli,Altaf bhai ki signature bori,49,76
PK3832,Bori,Khalli walli,Altaf bhai ki signature bori,50,61
PK4856,Bori,Khalli walli,Altaf bhai ki signature bori,32,73
PK4055,Bori,Khalli walli,Altaf bhai ki signature bori,45,48
PK3460,Bori,Khalli walli,Altaf bhai ki signature bori,22,23
PK2319,Bori,Khalli walli,Altaf bhai ki signature bori,48,54
PK1588,Bori,Khalli walli,Altaf bhai ki signature bori,25,33
PK4316,Bori,Khalli walli,Altaf bhai ki signature bori,26,21
PK2098,Bori,Khalli walli,Altaf bhai ki signature bori,50,45
PK1522,Bori,Khalli walli,Altaf bhai ki signature bori,60,50
PK1135,Bori,Khalli walli,Altaf bhai ki signature bori,34,48
PK3439,Bori,Khalli walli,Altaf bhai ki signature bori,31,52
PK4255,Bori,Khalli walli,Altaf bhai ki signature bori,50,30
PK1764,Bori,Khalli walli,Altaf bhai ki signature bori,39,58
PK2195,Bori,Khalli walli,Altaf bhai ki signature bori,50,98
PK4756,Bori,Khalli walli,Altaf bhai ki signature bori,33,38
PK2749,Bori,Khalli walli,Altaf bhai ki signature bori,53,81
PK3985,Bori,Khalli walli,Altaf bhai ki signature bori,24,91
PK2831,Bori,Khalli walli,Altaf bhai ki signature bori,48,88
PK4821,Bori,Khalli walli,Altaf bhai ki signature bori,47,77
PK2658,Bori,Khalli walli,Altaf bhai ki signature bori,24,67
PK2685,Bori,Khalli walli,Altaf bhai ki signature bori,24,86
PK4479,Bori,Khalli walli,Altaf bhai ki signature bori,22,48
PK2548,Bori,Khalli walli,Altaf bhai ki signature bori,56,71
PK2952,Bori,Khalli walli,Altaf bhai ki signature bori,38,58
PK2467,Bori,Khalli walli,Altaf bhai ki signature bori,56,54
PK4973,Bori,Khalli walli,Altaf bhai ki signature bori,51,98
PK4681,Bori,Khalli walli,Altaf bhai ki signature bori,21,96
PK4009,Bori,Khalli walli,Altaf bhai ki signature bori,36,80
PK2519,Bori,Khalli walli,Altaf bhai ki signature bori,51,65
PK2284,Bori,Khalli walli,Altaf bhai ki signature bori,51,54
PK4379,Bori,Khalli walli,Altaf bhai ki signature bori,47,42
PK2973,Bori,Khalli walli,Altaf bhai ki signature bori,39,20
PK4958,Bori,Khalli walli,Altaf bhai ki signature bori,44,31
PK2816,Bori,Khalli walli,Altaf bhai ki signature bori,29,61
PK5497,Bori,Khalli walli,Altaf bhai ki signature bori,58,22
PK3513,Bori,Khalli walli,Altaf bhai ki signature bori,20,33
PK3403,Bori,Khalli walli,Altaf bhai ki signature bori,44,53
PK2634,Bori,Khalli walli,Altaf bhai ki signature bori,20,43
PK1124,Bori,Khalli walli,Altaf bhai ki signature bori,52,46
PK5299,Bori,Khalli walli,Altaf bhai ki signature bori,43,28
PK2227,Bori,Khalli walli,Altaf bhai ki signature bori,29,74
PK3154,Bori,Khalli walli,Altaf bhai ki signature bori,21,51
PK4217,Bori,Khalli walli,Altaf bhai ki signature bori,50,86
PK5168,Bori,Khalli walli,Altaf bhai ki signature bori,24,67
PK5510,Bori,Khalli walli,Altaf bhai ki signature bori,22,38
PK5130,Bori,Khalli walli,Altaf bhai ki signature bori,59,74
PK5088,Bori,Khalli walli,Altaf bhai ki signature bori,27,53
PK3374,Bori,Khalli walli,Altaf bhai ki signature bori,29,79
PK4189,Bori,Khalli walli,Altaf bhai ki signature bori,30,38
PK1962,Bori,Khalli walli,Altaf bhai ki signature bori,55,46
PK1640,Bori,Khalli walli,Altaf bhai ki signature bori,58,53
PK2287,Bori,Khalli walli,Altaf bhai ki signature bori,54,36
PK3148,Bori,Khalli walli,Altaf bhai ki signature bori,28,47
PK1362,Bori,Khalli walli,Altaf bhai ki signature bori,29,59
PK3911,Bori,Khalli walli,Altaf bhai ki signature bori,60,55
PK1594,Bori,Khalli walli,Altaf bhai ki signature bori,27,53
PK4900,Bori,Khalli walli,Altaf bhai ki signature bori,42,73
PK2565,Bori,Khalli walli,Altaf bhai ki signature bori,45,32
PK3168,Bori,Khalli walli,Altaf bhai ki signature bori,41,38
PK3927,Bori,Khalli walli,Altaf bhai ki signature bori,30,58
PK5406,Bori,Khalli walli,Altaf bhai ki signature bori,22,27
PK1118,Bori,Khalli walli,Altaf bhai ki signature bori,52,57
PK3271,Bori,Khalli walli,Altaf bhai ki signature bori,45,97
PK4536,Bori,Khalli walli,Altaf bhai ki signature bori,50,52
PK3194,Bori,Khalli walli,Altaf bhai ki signature bori,46,21
PK4922,Bori,Khalli walli,Altaf bhai ki signature bori,36,100
PK5038,Bori,Khalli walli,Altaf bhai ki signature bori,41,73
PK4774,Bori,Khalli walli,Altaf bhai ki signature bori,21,58
PK1254,Bori,Khalli walli,Altaf bhai ki signature bori,39,49
PK3604,Bori,Khalli walli,Altaf bhai ki signature bori,27,58
PK5106,Bori,Khalli walli,Altaf bhai ki signature bori,20,25
PK4144,Bori,Khalli walli,Altaf bhai ki signature bori,21,51
PK2467,Bori,Khalli walli,Altaf bhai ki signature bori,43,91
PK5279,Bori,Khalli walli,Altaf bhai ki signature bori,40,50
PK3637,Bori,Khalli walli,Altaf bhai ki signature bori,51,100
PK1809,Bori,Khalli walli,Altaf bhai ki signature bori,24,77
PK3247,Bori,Khalli walli,Altaf bhai ki signature bori,34,41
PK3168,Bori,Khalli walli,Altaf bhai ki signature bori,58,37
PK1453,Bori,Khalli walli,Altaf bhai ki signature bori,54,58
PK1406,Bori,Khalli walli,Altaf bhai ki signature bori,57,87
PK2250,Bori,Khalli walli,Altaf bhai ki signature bori,32,24
PK2493,Bori,Khalli walli,Altaf bhai ki signature bori,56,54
PK4054,Bori,Khalli walli,Altaf bhai ki signature bori,20,71
PK4730,Bori,Khalli walli,Altaf bhai ki signature bori,44,64
PK5420,Bori,Khalli walli,Altaf bhai ki signature bori,48,22
PK3510,Bori,Khalli walli,Altaf bhai ki signature bori,52,99
PK2702,Bori,Khalli walli,Altaf bhai ki signature bori,27,87
PK4642,Bori,Khalli walli,Altaf bhai ki signature bori,25,74
PK1731,Bori,Khalli walli,Altaf bhai ki signature bori,34,49
PK5248,Bori,Khalli walli,Altaf bhai ki signature bori,29,32
PK1125,Bori,Khalli walli,Altaf bhai ki signature bori,24,63
PK3945,Bori,Khalli walli,Altaf bhai ki signature bori,22,73
PK2369,Bori,Khalli walli,Altaf bhai ki signature bori,30,61
PK3720,Bori,Khalli walli,Altaf bhai ki signature bori,27,59
PK3100,Bori,Khalli walli,Altaf bhai ki signature bori,55,85
PK3109,Bori,Khalli walli,Altaf bhai ki signature bori,28,31
PK1705,Bori,Khalli walli,Altaf bhai ki signature bori,33,43
PK1262,Bori,Khalli walli,Altaf bhai ki signature bori,44,32
PK4369,Bori,Khalli walli,Altaf bhai ki signature bori,38,50
PK3117,Bori,Khalli walli,Altaf bhai ki signature bori,50,80
PK5359,Bori,Khalli walli,Altaf bhai ki signature bori,50,51
PK1452,Bori,Khalli walli,Altaf bhai ki signature bori,23,85
PK3258,Bori,Khalli walli,Altaf bhai ki signature bori,40,59
PK4626,Bori,Khalli walli,Altaf bhai ki signature bori,51,72
PK1758,Bori,Khalli walli,Altaf bhai ki signature bori,60,71
PK5140,Bori,Khalli walli,Altaf bhai ki signature bori,27,68
